T2D PULSE TICKERS BY SECTOR
=======================


** AdTech **
APP,334.575,117.84322189058572,Complete
APPS,4.145,0.4452288997578693,Complete
CRTO,28.64,1.519772916,Complete
DV,13.43,2.264126438847133,Complete
MGNI,15.075,2.264824623384822,Complete
PUBM,11.03,0.5748888885627272,Complete
TTD,70.28,36.730397237028384,Complete

** Cloud **
CSCO,59.685,238.3593903129929,Complete
SNOW,173.04,58.410704477266776,Complete

** Infrastructure **
CSCO,59.685,238.3593903129929,Complete
SNOW,173.04,58.410704477266776,Complete

** Complete **
AAPL,198.1,2965.359010645682,Complete
ABNB,125.28,78.48952043958066,Complete
ACN,308.41,194.45608001873362,Complete
ADBE,384.695,164.3640305272696,Complete
ADSK,288.89,61.72299710562116,Complete
ADYEY,17.59,49.206472902,Complete
AFRM,47.86,16.17818899794969,Complete
AMAT,155.735,127.66695625890691,Complete
AMD,102.82,164.96977523516992,Complete
AMZN,192.12,2039.188827564,Complete
APP,334.575,117.84322189058572,Complete
APPS,4.145,0.4452288997578693,Complete
ARM,116.35,123.161636452,Complete
AVGO,207.835,982.754324363672,Complete
BABA,125.68,298.21931330804796,Complete
BILL,45.56,4.898038750910868,Complete
BKNG,5085.355,166.7780116417254,Complete
CCCS,9.065,5.888702991,Complete
CHKP,217.57,23.901219312999572,Complete
CHWY,39.32,16.315960609302692,Complete
COIN,204.46,53.696507562646474,Complete
Complete Data Tickers: 93
CPRT,61.5891,59.44369844163613,Complete
CRM,275.12,269.0795564434888,Complete
CRTO,28.64,1.519772916,Complete
CRWD,410.18,104.05567380567192,Complete
CSCO,59.685,238.3593903129929,Complete
CSGP,74.685,31.79548731912406,Complete
CTSH,79.32,39.134661399976146,Complete
CYBR,356.18,18.02201290757212,Complete
DDOG,107.575,37.700163596,Complete
DELL,96.17,67.85106395182903,Complete
DV,13.43,2.264126438847133,Complete
DXC,15.9,2.8913455801298866,Complete
EBAY,69.33,32.41804173798554,Complete
ESTC,85.07,9.09644442962142,Complete
ETSY,46.83,4.988863242831592,Complete
FI,183.49,100.96240154057942,Complete
FIS,78.205,41.21198915147639,Complete
FTNT,97.26,74.11756315839979,Complete
GOOGL,153.2,1880.212521851,Complete
GPN,80.6,19.615269944514772,Complete
GTLB,48.65,8.2936094120618,Complete
GWRE,212.95,17.933277184635998,Complete
HPQ,26.51,25.113607925058872,Complete
HUBS,605.91,31.79231475466715,Complete
IBM,248.6032,234.4681599126908,Complete
ICE,178.95,101.85594058401666,Complete
INFY,17.475,6276.619724121,Complete
INTC,21.065,91.66743,Complete
INTU,653.28,182.9425896138888,Complete
LOGI,80.455,9.80211638,Complete
MDB,177.81,14.768036328544017,Complete
META,594.61,1514.925013020756,Complete
MGNI,15.075,2.264824623384822,Complete
MSFT,436.915,3256.71788032,Complete
NET,133.12,46.294313961592664,Complete
NFLX,1142.01,487.7047201551864,Complete
NOW,977.9,203.48306796133028,Complete
NVDA,116.58,2862.3678191309996,Complete
